id;Sector;Category;name;fed_okr;region;authority
110161;Arts;Sectoral;Белгородский государственный институт искусств и культуры;Центральный федеральный округ;Белгородская область;Муниципалитеты и субъекты РФ
17;;National Research;Белгородский государственный национальный исследовательский университет;Центральный федеральный округ;Белгородская область;Министерство науки и высшего образования Российской Федерации
16;;Federal and Flagship;Белгородский государственный технологический университет им. В.Г. Шухова;Центральный федеральный округ;Белгородская область;Министерство науки и высшего образования Российской Федерации
1675;Agricultural;Sectoral;Белгородский государственный аграрный университет имени В.Я. Горина;Центральный федеральный округ;Белгородская область;Министерство сельского хозяйства Российской Федерации
24;Technical;Sectoral;Брянский государственный инженерно-технологический университет;Центральный федеральный округ;Брянская область;Министерство науки и высшего образования Российской Федерации
25;Technical;Sectoral;Брянский государственный технический университет;Центральный федеральный округ;Брянская область;Министерство науки и высшего образования Российской Федерации
1772;Agricultural;Sectoral;Брянский государственный аграрный университет;Центральный федеральный округ;Брянская область;Министерство сельского хозяйства Российской Федерации
26;;Calssic;Брянский государственный университет имени академика И.Г. Петровского;Центральный федеральный округ;Брянская область;Министерство науки и высшего образования Российской Федерации
30;;Federal and Flagship;Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;Центральный федеральный округ;Владимирская область;Министерство науки и высшего образования Российской Федерации
101;Technical;Sectoral;Ковровская государственная технологическая академия имени В.А. Дегтярева;Центральный федеральный округ;Владимирская область;Министерство науки и высшего образования Российской Федерации
110169;Social Sciences and Humanities;Sectoral;Воронежский институт экономики и социального управления;Центральный федеральный округ;Воронежская область;Муниципалитеты и субъекты РФ
1650;Agricultural;Sectoral;Воронежский государственный аграрный университет имени императора Петра I;Центральный федеральный округ;Воронежская область;Министерство сельского хозяйства Российской Федерации
43;Pedagogical;Sectoral;Воронежский государственный педагогический университет;Центральный федеральный округ;Воронежская область;Министерство просвещения Российской Федерации
45;;Calssic;Воронежский государственный университет;Центральный федеральный округ;Воронежская область;Министерство науки и высшего образования Российской Федерации
1762;Sport;Sectoral;Воронежская государственная академия спорта;Центральный федеральный округ;Воронежская область;Министерство спорта Российской Федерации
1653;Arts;Sectoral;Воронежский государственный институт искусств;Центральный федеральный округ;Воронежская область;Министерство культуры Российской Федерации
40;Technical;Sectoral;Воронежский государственный лесотехнический университет имени Г.Ф. Морозова;Центральный федеральный округ;Воронежская область;Министерство науки и высшего образования Российской Федерации
1594;Medical;Sectoral;Воронежский государственный медицинский университет имени Н.Н. Бурденко Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Воронежская область;Министерство здравоохранения Российской Федерации
44;;Federal and Flagship;Воронежский государственный технический университет;Центральный федеральный округ;Воронежская область;Министерство науки и высшего образования Российской Федерации
41;Technical;Sectoral;Воронежский государственный университет инженерных технологий;Центральный федеральный округ;Воронежская область;Министерство науки и высшего образования Российской Федерации
110313;Social Sciences and Humanities;Sectoral;Московский городской университет управления Правительства Москвы имени Ю.М.Лужкова;Центральный федеральный округ;г. Москва;Муниципалитеты и субъекты РФ
2183;Pedagogical;Sectoral;города Москвы Московский городской педагогический университет;Центральный федеральный округ;г. Москва;Муниципалитеты и субъекты РФ
110314;Sport;Sectoral;города Москвы Московский государственный университет спорта и туризма;Центральный федеральный округ;г. Москва;Муниципалитеты и субъекты РФ
110315;Arts;Sectoral;города Москвы Московский государственный институт музыки имени А.Г. Шнитке;Центральный федеральный округ;г. Москва;Муниципалитеты и субъекты РФ
108162;Arts;Sectoral;Московская театральная школа Олега Табакова при Государственном бюджетном учреждении культуры города Москвы Московский театр Олега Табакова;Центральный федеральный округ;г. Москва;Муниципалитеты и субъекты РФ
1593;Technical;Sectoral;Ордена Трудового Красного Знамени Московский технический университет связи и информатики;Центральный федеральный округ;г. Москва;Федеральное агентство связи
161;;National Research;Московский физико-технический институт (национальный исследовательский университет);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
140;;National Research;Национальный исследовательский университет Московский институт электронной техники;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
219;;National Research;Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1595;Medical;Sectoral;Российский национальный исследовательский медицинский университет имени Н.И. Пирогова Министерства здравоохранения Российской Федерации;Центральный федеральный округ;г. Москва;Министерство здравоохранения Российской Федерации
1758;Social Sciences and Humanities;Sectoral;Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации;Центральный федеральный округ;г. Москва;Министерство иностранных дел Российской Федерации
120111;Technical;Sectoral;Московский политехнический университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
59;;National Research;Национальный исследовательский технологический университет МИСиС;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1766;;National Research;Национальный исследовательский университет Высшая школа экономики;Центральный федеральный округ;г. Москва;Правительство Российской Федерации
165;;National Research;Национальный исследовательский ядерный университет МИФИ;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
222;;Calssic;Российский университет дружбы народов имени Патриса Лумумбы;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1566;Trasport;Sectoral;Российский университет транспорта;Центральный федеральный округ;г. Москва;Министерство транспорта Российской Федерации
1792;Medical;Sectoral;Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет);Центральный федеральный округ;г. Москва;Министерство здравоохранения Российской Федерации
111029;Arts;Sectoral;Академия акварели и изящных искусств Сергея Андрияки;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1810;Social Sciences and Humanities;Sectoral;Всероссийская академия внешней торговли министерства экономического развития Российской Федерации;Центральный федеральный округ;г. Москва;Министерство экономического развития Российской Федерации
1723;Arts;Sectoral;Всероссийский государственный университет кинематографии имени С.А. Герасимова;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1668;Arts;Sectoral;Высшее театральное училище (институт) им.М.С.Щепкина при Государственном академическом Малом театре России;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1639;Technical;Sectoral;Государственный университет по землеустройству;Центральный федеральный округ;г. Москва;Министерство сельского хозяйства Российской Федерации
60;Social Sciences and Humanities;Sectoral;Государственный университет управления;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
118;Arts;Sectoral;Литературный институт имени А.М. Горького;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1647;Arts;Sectoral;Московская государственная консерватория имени П.И. Чайковского;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
131;;National Research;Московский авиационный институт (национальный исследовательский университет);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
132;Technical;Sectoral;Московский автомобильно-дорожный государственный технический университет (МАДИ);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
133;Architectural;Sectoral;Московский архитектурный институт (государственная академия);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
141;Social Sciences and Humanities;Sectoral;Московский государственный лингвистический университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
2151;Pedagogical;Sectoral;Московский государственный психолого-педагогический университет;Центральный федеральный округ;г. Москва;Министерство просвещения Российской Федерации
148;Technical;Sectoral;Московский государственный технологический университет СТАНКИН;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
160;Pedagogical;Sectoral;Московский педагогический государственный университет;Центральный федеральный округ;г. Москва;Министерство просвещения Российской Федерации
144;;National Research;Национальный исследовательский Московский государственный строительный университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1807;Arts;Sectoral;Российская академия живописи, ваяния и зодчества Ильи Глазунова;Центральный федеральный округ;г. Москва;Правительство Российской Федерации
1783;Social Sciences and Humanities;Sectoral;Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации;Центральный федеральный округ;г. Москва;Правительство Российской Федерации
1716;Social Sciences and Humanities;Sectoral;Российская государственная академия интеллектуальной собственности;Центральный федеральный округ;г. Москва;Федеральная служба по интеллектуальной собственности
1644;Arts;Sectoral;Российская государственная специализированная академия искусств;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1640;Agricultural;Sectoral;Российский государственный аграрный университет - МСХА имени К.А.Тимирязева;Центральный федеральный округ;г. Москва;Министерство сельского хозяйства Российской Федерации
212;Arts;Sectoral;Российский государственный гуманитарный университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
151;;Calssic;Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1787;Sport;Sectoral;Российский университет спорта ГЦОЛИФК;Центральный федеральный округ;г. Москва;Министерство спорта Российской Федерации
223;Technical;Sectoral;Российский химико-технологический университет имени Д.И. Менделеева;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1556;Arts;Sectoral;Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евгения Вахтангова;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1791;Arts;Sectoral;Школа-студия (институт) имени Вл. И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1654;Social Sciences and Humanities;Sectoral;Всеросcийский государственный университет юстиции (РПА Минюста России);Центральный федеральный округ;г. Москва;Министерство юстиции Российской Федерации
57;Arts;Sectoral;Государственный академический университет гуманитарных наук;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
58;Social Sciences and Humanities;Sectoral;Государственный институт русского языка им. А.С. Пушкина;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1729;Arts;Sectoral;Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1798;Social Sciences and Humanities;Sectoral;Дипломатическая академия Министерства иностранных дел Российской Федерации;Центральный федеральный округ;г. Москва;Министерство иностранных дел Российской Федерации
134;Technical;Sectoral;МИРЭА - Российский технологический университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1788;Agricultural;Sectoral;Московская государственная академия ветеринарной медицины и биотехнологии - МВА имени К.И. Скрябина;Центральный федеральный округ;г. Москва;Министерство сельского хозяйства Российской Федерации
1659;Arts;Sectoral;Московская государственная академия хореографии;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1806;Arts;Sectoral;Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств (МГАХИ им. В.И. Сурикова);Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
1610;Medical;Sectoral;Московский государственный медико-стоматологический университет имени А.И. Евдокимова Министерства здравоохранения Российской Федерации;Центральный федеральный округ;г. Москва;Министерство здравоохранения Российской Федерации
1739;Trasport;Sectoral;Московский государственный технический университет гражданской авиации (МГТУ ГА);Центральный федеральный округ;г. Москва;Федеральное агентство воздушного транспорта
147;;National Research;Московский государственный технический университет имени Н.Э.Баумана (национальный исследовательский университет);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
150;Technical;Sectoral;Московский государственный университет геодезии и картографии;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1725;;Calssic;Московский государственный университет имени М.В.Ломоносова;Центральный федеральный округ;г. Москва;Правительство Российской Федерации
158;Technical;Sectoral;Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
130;Social Sciences and Humanities;Sectoral;Московский государственный юридический университет имени О.Е. Кутафина (МГЮА);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
162;;National Research;Национальный исследовательский университет МЭИ;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1645;Arts;Sectoral;Российская академия музыки имени Гнесиных;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
155;Technical;Sectoral;Российский биотехнологический университет (РОСБИОТЕХ);Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
210;Technical;Sectoral;Российский государственный геологоразведочный университет имени Серго Орджоникидзе;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
215;Social Sciences and Humanities;Sectoral;Российский государственный социальный университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1781;Social Sciences and Humanities;Sectoral;Российский государственный университет правосудия;Центральный федеральный округ;г. Москва;Верховный суд Российской Федерации
159;Arts;Sectoral;Российский государственный художественно-промышленный университет им. С.Г. Строганова;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1717;Arts;Sectoral;Российский институт театрального искусства – ГИТИС;Центральный федеральный округ;г. Москва;Министерство культуры Российской Федерации
209;Social Sciences and Humanities;Sectoral;Российский экономический университет имени Г.В. Плеханова;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
143;Arts;Sectoral;федеральное государственное бюджетное образовательное учреждение инклюзивного высшего образования Московский государственный гуманитарно-экономический университет;Центральный федеральный округ;г. Москва;Министерство науки и высшего образования Российской Федерации
1767;Social Sciences and Humanities;Sectoral;Федеральное государственное образовательное бюджетное учреждение высшего образования Финансовый университет при Правительстве Российской Федерации;Центральный федеральный округ;г. Москва;Правительство Российской Федерации
1677;Agricultural;Sectoral;Верхневолжский государственный агробиотехнологический университет;Центральный федеральный округ;Ивановская область;Министерство науки и высшего образования Российской Федерации
76;;Calssic;Ивановский государственный университет;Центральный федеральный округ;Ивановская область;Министерство науки и высшего образования Российской Федерации
77;Technical;Sectoral;Ивановский государственный химико-технологический университет;Центральный федеральный округ;Ивановская область;Министерство науки и высшего образования Российской Федерации
1609;Medical;Sectoral;Ивановская государственная медицинская академия Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Ивановская область;Министерство здравоохранения Российской Федерации
2198;Technical;Sectoral;Ивановский государственный политехнический университет;Центральный федеральный округ;Ивановская область;Министерство науки и высшего образования Российской Федерации
78;Technical;Sectoral;Ивановский государственный энергетический университет имени В.И. Ленина;Центральный федеральный округ;Ивановская область;Министерство науки и высшего образования Российской Федерации
93;;Calssic;Калужский государственный университет им. К.Э. Циолковского;Центральный федеральный округ;Калужская область;Министерство науки и высшего образования Российской Федерации
104;;Federal and Flagship;Костромской государственный университет;Центральный федеральный округ;Костромская область;Министерство науки и высшего образования Российской Федерации
1631;Agricultural;Sectoral;Костромская государственная сельскохозяйственная академия;Центральный федеральный округ;Костромская область;Министерство сельского хозяйства Российской Федерации
110288;Social Sciences and Humanities;Sectoral;Государственное образовательное автономное учреждение высшего образования Курской области Курская академия государственной и муниципальной службы;Центральный федеральный округ;Курская область;Муниципалитеты и субъекты РФ
1674;Agricultural;Sectoral;Курская государственная сельскохозяйственная академия имени И.И. Иванова;Центральный федеральный округ;Курская область;Министерство сельского хозяйства Российской Федерации
114;;Calssic;Курский государственный университет;Центральный федеральный округ;Курская область;Министерство науки и высшего образования Российской Федерации
113;;Calssic;Юго-Западный государственный университет;Центральный федеральный округ;Курская область;Министерство науки и высшего образования Российской Федерации
1786;Medical;Sectoral;Курский государственный медицинский университет Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Курская область;Министерство здравоохранения Российской Федерации
116;Pedagogical;Sectoral;Липецкий государственный педагогический университет имени П.П.Семенова-Тян-Шанского;Центральный федеральный округ;Липецкая область;Министерство просвещения Российской Федерации
117;Technical;Sectoral;Липецкий государственный технический университет;Центральный федеральный округ;Липецкая область;Министерство науки и высшего образования Российской Федерации
72;;Calssic;Елецкий государственный университет им. И.А. Бунина;Центральный федеральный округ;Липецкая область;Министерство науки и высшего образования Российской Федерации
110145;Social Sciences and Humanities;Sectoral;Московской области Академия социального управления;Центральный федеральный округ;Московская область;Муниципалитеты и субъекты РФ
1569;Social Sciences and Humanities;Sectoral;Государственное казенное образовательное учреждение высшего образования Российская таможенная академия;Центральный федеральный округ;Московская область;Федеральная таможенная служба
110454;Technical;Sectoral;Государственное образовательное учреждение высшего образования Московской области Государственный гуманитарно-технологический университет;Центральный федеральный округ;Московская область;Муниципалитеты и субъекты РФ
110316;Arts;Sectoral;Государственное образовательное учреждение высшего образования Московской области Государственный социально-гуманитарный университет;Центральный федеральный округ;Московская область;Муниципалитеты и субъекты РФ
1743;Sport;Sectoral;Московская государственная академия физической культуры;Центральный федеральный округ;Московская область;Министерство спорта Российской Федерации
206;;Calssic;Пущинский государственный естественно-научный институт;Центральный федеральный округ;Московская область;Министерство науки и высшего образования Российской Федерации
110425;Technical;Sectoral;Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова;Центральный федеральный округ;Московская область;Муниципалитеты и субъекты РФ
110302;;Calssic;Университет Дубна;Центральный федеральный округ;Московская область;Министерство науки и высшего образования Российской Федерации
51;;Calssic;Гжельский государственный университет;Центральный федеральный округ;Московская область;Министерство науки и высшего образования Российской Федерации
110317;Social Sciences and Humanities;Sectoral;Государственный университет просвещения;Центральный федеральный округ;Московская область;Муниципалитеты и субъекты РФ
1694;Arts;Sectoral;Московский государственный институт культуры;Центральный федеральный округ;Московская область;Министерство культуры Российской Федерации
1706;Agricultural;Sectoral;Российский государственный аграрный заочный университет;Центральный федеральный округ;Московская область;Министерство сельского хозяйства Российской Федерации
220;Social Sciences and Humanities;Sectoral;Российский государственный университет туризма и сервиса;Центральный федеральный округ;Московская область;Министерство науки и высшего образования Российской Федерации
1635;Arts;Sectoral;Орловский государственный институт культуры;Центральный федеральный округ;Орловская область;Министерство культуры Российской Федерации
1745;Agricultural;Sectoral;Орловский государственный аграрный университет имени Н.В. Парахина;Центральный федеральный округ;Орловская область;Министерство науки и высшего образования Российской Федерации
191;;Federal and Flagship;Орловский государственный университет имени И.С.Тургенева;Центральный федеральный округ;Орловская область;Министерство науки и высшего образования Российской Федерации
230;Technical;Sectoral;Рязанский государственный радиотехнический университет имени В.Ф. Уткина;Центральный федеральный округ;Рязанская область;Министерство науки и высшего образования Российской Федерации
231;;Calssic;Рязанский государственный университет имени С.А. Есенина;Центральный федеральный округ;Рязанская область;Министерство науки и высшего образования Российской Федерации
1662;Agricultural;Sectoral;Рязанский государственный агротехнологический университет имени П.А.Костычева;Центральный федеральный округ;Рязанская область;Министерство сельского хозяйства Российской Федерации
1765;Medical;Sectoral;Рязанский государственный медицинский университет имени академика И.П. Павлова Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Рязанская область;Министерство здравоохранения Российской Федерации
110395;Arts;Sectoral;областное Смоленский государственный институт искусств;Центральный федеральный округ;Смоленская область;Муниципалитеты и субъекты РФ
1749;Sport;Sectoral;Смоленский государственный университет спорта;Центральный федеральный округ;Смоленская область;Министерство спорта Российской Федерации
1790;Agricultural;Sectoral;Смоленская государственная сельскохозяйственная академия;Центральный федеральный округ;Смоленская область;Министерство сельского хозяйства Российской Федерации
1804;Medical;Sectoral;Смоленский государственный медицинский университет Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Смоленская область;Министерство здравоохранения Российской Федерации
276;;Calssic;Смоленский государственный университет (СмолГУ);Центральный федеральный округ;Смоленская область;Министерство науки и высшего образования Российской Федерации
110412;Arts;Sectoral;Тамбовское областное Тамбовский государственный музыкально-педагогический институт им. С.В. Рахманинова;Центральный федеральный округ;Тамбовская область;Муниципалитеты и субъекты РФ
284;;Calssic;Тамбовский государственный университет имени Г.Р. Державина;Центральный федеральный округ;Тамбовская область;Министерство науки и высшего образования Российской Федерации
1736;Agricultural;Sectoral;Мичуринский государственный аграрный университет;Центральный федеральный округ;Тамбовская область;Министерство науки и высшего образования Российской Федерации
283;Technical;Sectoral;Тамбовский государственный технический университет;Центральный федеральный округ;Тамбовская область;Министерство науки и высшего образования Российской Федерации
1710;Agricultural;Sectoral;Тверская государственная сельскохозяйственная академия;Центральный федеральный округ;Тверская область;Министерство сельского хозяйства Российской Федерации
1621;Medical;Sectoral;Тверской государственный медицинский университет Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Тверская область;Министерство здравоохранения Российской Федерации
287;;Calssic;Тверской государственный университет;Центральный федеральный округ;Тверская область;Министерство науки и высшего образования Российской Федерации
286;Technical;Sectoral;Тверской государственный технический университет;Центральный федеральный округ;Тверская область;Министерство науки и высшего образования Российской Федерации
297;Pedagogical;Sectoral;Тульский государственный педагогический университет им. Л.Н. Толстого;Центральный федеральный округ;Тульская область;Министерство просвещения Российской Федерации
298;;Federal and Flagship;Тульский государственный университет;Центральный федеральный округ;Тульская область;Министерство науки и высшего образования Российской Федерации
229;Technical;Sectoral;Рыбинский государственный авиационный технический университет имени П.А. Соловьева;Центральный федеральный округ;Ярославская область;Министерство науки и высшего образования Российской Федерации
1669;Agricultural;Sectoral;Ярославская государственная сельскохозяйственная академия;Центральный федеральный округ;Ярославская область;Министерство науки и высшего образования Российской Федерации
340;Pedagogical;Sectoral;Ярославский государственный педагогический университет им. К.Д. Ушинского;Центральный федеральный округ;Ярославская область;Министерство просвещения Российской Федерации
1657;Arts;Sectoral;Ярославский государственный театральный институт имени Фирса Шишигина;Центральный федеральный округ;Ярославская область;Министерство культуры Российской Федерации
341;Technical;Sectoral;Ярославский государственный технический университет;Центральный федеральный округ;Ярославская область;Министерство науки и высшего образования Российской Федерации
342;;Federal and Flagship;Ярославский государственный университет им. П.Г. Демидова;Центральный федеральный округ;Ярославская область;Министерство науки и высшего образования Российской Федерации
1585;Medical;Sectoral;Ярославский государственный медицинский университет Министерства здравоохранения Российской Федерации;Центральный федеральный округ;Ярославская область;Министерство здравоохранения Российской Федерации
1544;;Federal and Flagship;Северный (Арктический) федеральный университет имени М. В. Ломоносова.;Северо-Западный федеральный округ;Архангельская область;Министерство науки и высшего образования Российской Федерации
1579;Medical;Sectoral;Северный государственный медицинский университет Министерства здравоохранения Российской Федерации;Северо-Западный федеральный округ;Архангельская область;Министерство здравоохранения Российской Федерации
1672;Agricultural;Sectoral;Вологодская государственная молочнохозяйственная академия имени Н.В.Верещагина;Северо-Западный федеральный округ;Вологодская область;Министерство сельского хозяйства Российской Федерации
39;;Calssic;Вологодский государственный университет;Северо-Западный федеральный округ;Вологодская область;Министерство науки и высшего образования Российской Федерации
325;;Federal and Flagship;Череповецкий государственный университет;Северо-Западный федеральный округ;Вологодская область;Министерство науки и высшего образования Российской Федерации
110291;;Federal and Flagship;Ленинградской области Ленинградский государственный университет имени А.С. Пушкина;Северо-Западный федеральный округ;г. Санкт-Петербург;Муниципалитеты и субъекты РФ
110381;Social Sciences and Humanities;Sectoral;Санкт-Петербургское Санкт-Петербургский государственный институт психологии и социальной работы;Северо-Западный федеральный округ;г. Санкт-Петербург;Муниципалитеты и субъекты РФ
234;;National Research;Национальный исследовательский университет ИТМО;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
243;Technical;Sectoral;Санкт-Петербургский государственный университет аэрокосмического приборостроения;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
247;Technical;Sectoral;Санкт-Петербургский государственный электротехнический университет ЛЭТИ им. В.И. Ульянова (Ленина) (СПбГЭТУ ЛЭТИ);Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
240;Technical;Sectoral;Санкт-Петербургский политехнический университет Петра Великого;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
1789;Arts;Sectoral;Академия Русского балета имени А.Я. Вагановой;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
1755;Sport;Sectoral;Национальный государственный Университет физической культуры, спорта и здоровья имени П.Ф.Лесгафта, Санкт-Петербург;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство спорта Российской Федерации
233;Arts;Sectoral;Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
237;Technical;Sectoral;Санкт-Петербургский горный университет;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
236;Architectural;Sectoral;Санкт-Петербургский государственный архитектурно-строительный университет;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
232;Technical;Sectoral;Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
1616;Medical;Sectoral;Санкт-Петербургский государственный педиатрический медицинский университет Министерства здравоохранения Российской Федерации;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство здравоохранения Российской Федерации
1735;Trasport;Sectoral;Санкт-Петербургский государственный университет гражданской авиации имени Главного маршала авиации А.А. Новикова;Северо-Западный федеральный округ;г. Санкт-Петербург;Федеральное агентство воздушного транспорта
1564;Technical;Sectoral;Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича;Северо-Западный федеральный округ;г. Санкт-Петербург;Федеральное агентство связи
1771;;Calssic;Санкт-Петербургский государственный университет;Северо-Западный федеральный округ;г. Санкт-Петербург;Правительство Российской Федерации
1734;Medical;Sectoral;Северо-Западный государственный медицинский университет имени И.И. Мечникова Министерства здравоохранения Российской Федерации;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство здравоохранения Российской Федерации
13;Technical;Sectoral;Балтийский государственный технический университет ВОЕНМЕХ им. Д.Ф. Устинова;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
48;Arts;Sectoral;Высшая школа народных искусств (академия);Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
1707;Trasport;Sectoral;Государственный университет морского и речного флота имени адмирала С.О. Макарова;Северо-Западный федеральный округ;г. Санкт-Петербург;Федеральное агентство морского и речного транспорта
1572;Medical;Sectoral;Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова Министерства здравоохранения Российской Федерации;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство здравоохранения Российской Федерации
1580;Trasport;Sectoral;Петербургский государственный университет путей сообщения Императора Александра I;Северо-Западный федеральный округ;г. Санкт-Петербург;Федеральное агентство железнодорожного транспорта
211;Technical;Sectoral;Российский государственный гидрометеорологический университет;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство науки и высшего образования Российской Федерации
1722;Arts;Sectoral;Российский государственный институт сценических искусств;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
213;Pedagogical;Sectoral;Российский государственный педагогический университет им. А. И. Герцена;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство просвещения Российской Федерации
1812;Arts;Sectoral;Санкт-Петербургская академия художеств имени Ильи Репина;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
1648;Arts;Sectoral;Санкт-Петербургская государственная консерватория имени Н.А.Римского-Корсакова;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
1590;Medical;Sectoral;Санкт-Петербургский государственный химико-фармацевтический университет Министерства здравоохранения Российской Федерации;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство здравоохранения Российской Федерации
1727;Agricultural;Sectoral;Санкт-Петербургский государственный аграрный университет;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство сельского хозяйства Российской Федерации
1738;Arts;Sectoral;Санкт-Петербургский государственный институт кино и телевидения;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
1720;Arts;Sectoral;Санкт-Петербургский государственный институт культуры;Северо-Западный федеральный округ;г. Санкт-Петербург;Министерство культуры Российской Федерации
